INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,QSAR_READY_SMILES,MOLECULAR_FORMULA
DTXSID2032502,DSSTox_Substance_Id,DTXSID2032502,Triflusulfuron-methyl,DTXCID0012502,126535-15-7,IMEVJVISCHQJRM-UHFFFAOYSA-N,"Methyl 2-({[4-(dimethylamino)-6-(2,2,2-trifluoroethoxy)-1,3,5-triazin-2-yl]carbamoyl}sulfamoyl)-3-methylbenzoate",COC(=O)C1=C(C(C)=CC=C1)S(=O)(=O)NC(=O)NC1=NC(=NC(OCC(F)(F)F)=N1)N(C)C,"InChI=1S/C17H19F3N6O6S/c1-9-6-5-7-10(12(27)31-4)11(9)33(29,30)25-15(28)22-13-21-14(26(2)3)24-16(23-13)32-8-17(18,19)20/h5-7H,8H2,1-4H3,(H2,21,22,23,24,25,28)
",COC(=O)C1=C(C(C)=CC=C1)S(=O)(=O)NC(=O)NC1=NC(=NC(OCC(F)(F)F)=N1)N(C)C,C17H19F3N6O6S
DTXSID9051321,DSSTox_Substance_Id,DTXSID9051321,C.I. Pigment Red 104,,12656-85-8,,,,,,
DTXSID8027038,DSSTox_Substance_Id,DTXSID8027038,Trimethylolpropane trinonanoate,DTXCID807038,126-57-8,KDMAJIXYCNOVJB-UHFFFAOYSA-N,"2,2-Bis[(nonanoyloxy)methyl]butyl nonanoate (non-preferred name)",CCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC,"InChI=1S/C33H62O6/c1-5-9-12-15-18-21-24-30(34)37-27-33(8-4,28-38-31(35)25-22-19-16-13-10-6-2)29-39-32(36)26-23-20-17-14-11-7-3/h5-29H2,1-4H3
",CCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC,C33H62O6
DTXSID3027039,DSSTox_Substance_Id,DTXSID3027039,Dipentaerythritol,DTXCID207039,126-58-9,TXBCBTDQIULDIA-UHFFFAOYSA-N,"2,2'-[Oxybis(methylene)]bis[2-(hydroxymethyl)propane-1,3-diol]",OCC(CO)(CO)COCC(CO)(CO)CO,"InChI=1S/C10H22O7/c11-1-9(2-12,3-13)7-17-8-10(4-14,5-15)6-16/h11-16H,1-8H2
",OCC(CO)(CO)COCC(CO)(CO)CO,C10H22O7
DTXSID8040698,DSSTox_Substance_Id,DTXSID8040698,Triisobutyl phosphate,DTXCID6020698,126-71-6,HRKAMJBPFPHCSD-UHFFFAOYSA-N,Tris(2-methylpropyl) phosphate,CC(C)COP(=O)(OCC(C)C)OCC(C)C,"InChI=1S/C12H27O4P/c1-10(2)7-14-17(13,15-8-11(3)4)16-9-12(5)6/h10-12H,7-9H2,1-6H3
",CC(C)COP(=O)(OCC(C)C)OCC(C)C,C12H27O4P
DTXSID80890623,DSSTox_Substance_Id,DTXSID80890623,Aluminum cobalt oxide,,12672-27-4,,,,,,
DTXSID3021986,DSSTox_Substance_Id,DTXSID3021986,Tributyl phosphate,DTXCID701986,126-73-8,STCOOQWBFONSKY-UHFFFAOYSA-N,Tributyl phosphate,CCCCOP(=O)(OCCCC)OCCCC,"InChI=1S/C12H27O4P/c1-4-7-10-14-17(13,15-11-8-5-2)16-12-9-6-3/h4-12H2,1-3H3
",CCCCOP(=O)(OCCCC)OCCCC,C12H27O4P
DTXSID9023883,DSSTox_Substance_Id,DTXSID9023883,Aroclor 1016,,12674-11-2,,,,,,
DTXSID4044793,DSSTox_Substance_Id,DTXSID4044793,Sodium 3-chloro-2-hydroxypropylsulfonate,DTXCID2024793,126-83-0,TZLNJNUWVOGZJU-UHFFFAOYSA-M,Sodium 3-chloro-2-hydroxypropane-1-sulfonate,[Na+].OC(CCl)CS([O-])(=O)=O,"InChI=1/C3H7ClO4S.Na/c4-1-3(5)2-9(6,7)8;/h3,5H,1-2H2,(H,6,7,8);/q;+1/p-1
",OC(CCl)CS(O)(=O)=O,C3H6ClNaO4S
DTXSID3032549,DSSTox_Substance_Id,DTXSID3032549,Fenhexamid,DTXCID1012549,126833-17-8,VDLGAVXLJYLFDH-UHFFFAOYSA-N,"N-(2,3-Dichloro-4-hydroxyphenyl)-1-methylcyclohexane-1-carboxamide",CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,"InChI=1S/C14H17Cl2NO2/c1-14(7-3-2-4-8-14)13(19)17-9-5-6-10(18)12(16)11(9)15/h5-6,18H,2-4,7-8H2,1H3,(H,17,19)
",CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,C14H17Cl2NO2
DTXSID7027041,DSSTox_Substance_Id,DTXSID7027041,"2,4,7,9-Tetramethyl-5-decyne-4,7-diol",DTXCID307041,126-86-3,LXOFYPKXCSULTL-UHFFFAOYSA-N,"2,4,7,9-Tetramethyldec-5-yne-4,7-diol",CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,"InChI=1/C14H26O2/c1-11(2)9-13(5,15)7-8-14(6,16)10-12(3)4/h11-12,15-16H,9-10H2,1-6H3
",CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,C14H26O2
DTXSID1026033,DSSTox_Substance_Id,DTXSID1026033,Sodium ethasulfate,DTXCID706033,126-92-1,DGSDBJMBHCQYGN-UHFFFAOYSA-M,Sodium 2-ethylhexyl sulfate,[Na+].CCCCC(CC)COS([O-])(=O)=O,"InChI=1/C8H18O4S.Na/c1-3-5-6-8(4-2)7-12-13(9,10)11;/h8H,3-7H2,1-2H3,(H,9,10,11);/q;+1/p-1
",CCCCC(CC)COS(O)(=O)=O,C8H17NaO4S
DTXSID3034909,DSSTox_Substance_Id,DTXSID3034909,Sodium diacetate,DTXCID1014909,126-96-5,BHZOKUMUHVTPBX-UHFFFAOYSA-M,Sodium acetate--acetic acid (1/1/1),[Na+].CC(O)=O.CC([O-])=O,"InChI=1S/2C2H4O2.Na/c2*1-2(3)4;/h2*1H3,(H,3,4);/q;;+1/p-1
",CC(O)=O,C4H7NaO4
DTXSID7059569,DSSTox_Substance_Id,DTXSID7059569,(2-Hydroxyethyl)ammonium mercaptoacetate,DTXCID5033880,126-97-6,XTJCJAPNPGGFED-UHFFFAOYSA-N,Sulfanylacetic acid--2-aminoethan-1-ol (1/1),NCCO.OC(=O)CS,"InChI=1S/C2H7NO.C2H4O2S/c3-1-2-4;3-2(4)1-5/h4H,1-3H2;5H,1H2,(H,3,4)
",OC(=O)CS,C4H11NO3S
DTXSID1024176,DSSTox_Substance_Id,DTXSID1024176,Methacrylonitrile,DTXCID104176,126-98-7,GYCMBHHDWRMZGG-UHFFFAOYSA-N,2-Methylprop-2-enenitrile,CC(=C)C#N,"InChI=1S/C4H5N/c1-4(2)3-5/h1H2,2H3
",CC(=C)C#N,C4H5N
DTXSID80888929,DSSTox_Substance_Id,DTXSID80888929,"Cyclopentane, 1,1'-(dimethoxysilylene)bis-",DTXCID901028200,126990-35-0,JWCYDYZLEAQGJJ-UHFFFAOYSA-N,Dicyclopentyl(dimethoxy)silane,CO[Si](OC)(C1CCCC1)C1CCCC1,"InChI=1S/C12H24O2Si/c1-13-15(14-2,11-7-3-4-8-11)12-9-5-6-10-12/h11-12H,3-10H2,1-2H3
",CO[Si](OC)(C1CCCC1)C1CCCC1,C12H24O2Si
DTXSID5020285,DSSTox_Substance_Id,DTXSID5020285,1-Chloro-2-propanol,DTXCID30285,127-00-4,YYTSGNJTASLUOY-UHFFFAOYSA-N,1-Chloropropan-2-ol,CC(O)CCl,"InChI=1/C3H7ClO/c1-3(5)2-4/h3,5H,2H2,1H3
",CC(O)CCl,C3H7ClO
DTXSID6020010,DSSTox_Substance_Id,DTXSID6020010,Acetoxime,DTXCID1010,127-06-0,PXAJQJMDEXJWFB-UHFFFAOYSA-N,N-Propan-2-ylidenehydroxylamine,CC(C)=NO,"InChI=1S/C3H7NO/c1-3(2)4-5/h5H,1-2H3
",CC(C)=NO,C3H7NO
DTXSID7027043,DSSTox_Substance_Id,DTXSID7027043,Potassium acetate,DTXCID107043,127-08-2,SCVFZCLFOSHCOH-UHFFFAOYSA-M,Potassium acetate,[K+].CC([O-])=O,"InChI=1S/C2H4O2.K/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1
",CC(O)=O,C2H3KO2
DTXSID0049733,DSSTox_Substance_Id,DTXSID0049733,"Poly(oxy-1,2-ethanediyl),alpha-(4-nonylphenyl)-omega-hydroxy-,branched",,127087-87-0,,,,,,
DTXSID2027044,DSSTox_Substance_Id,DTXSID2027044,Sodium acetate,DTXCID507044,127-09-3,VMHLLURERBWHNL-UHFFFAOYSA-M,Sodium acetate,[Na+].CC([O-])=O,"InChI=1S/C2H4O2.Na/c1-2(3)4;/h1H3,(H,3,4);/q;+1/p-1
",CC(O)=O,C2H3NaO2
DTXSID3021354,DSSTox_Substance_Id,DTXSID3021354,Titanocene dichloride,DTXCID801765762,1271-19-8,,"Titanium(4+) chloride cyclopenta-2,4-dien-1-ide (1/2/2)",Cl[Ti]Cl.c1cccc1.c1cccc1,,,C10H10Cl2Ti
DTXSID2021319,DSSTox_Substance_Id,DTXSID2021319,Tetrachloroethylene,DTXCID601319,127-18-4,CYTYCFOTNPOANT-UHFFFAOYSA-N,Tetrachloroethene,ClC(Cl)=C(Cl)Cl,"InChI=1S/C2Cl4/c3-1(4)2(5)6
",ClC(Cl)=C(Cl)Cl,C2Cl4
DTXSID5020499,DSSTox_Substance_Id,DTXSID5020499,"N,N-Dimethylacetamide",DTXCID90499,127-19-5,FXHOOIRPVKKKFG-UHFFFAOYSA-N,"N,N-Dimethylacetamide",CN(C)C(C)=O,"InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3
",CN(C)C(C)=O,C4H9NO
DTXSID9034496,DSSTox_Substance_Id,DTXSID9034496,Prohexadione-calcium,DTXCID001767807,127277-53-6,SDROFNOOBSCFKF-UHFFFAOYSA-L,"Calcium 2,6-dioxo-1-propanoylcyclohexan-1-ide-4-carboxylate (1/1)",[Ca++].[Ca++].CCC(=O)[C-]1C(=O)CC(CC1=O)C([O-])=O.CCC(=O)[C-]1C(=O)CC(CC1=O)C([O-])=O,"InChI=1S/2C10H11O5.2Ca/c2*1-2-6(11)9-7(12)3-5(10(14)15)4-8(9)13;;/h2*5H,2-4H2,1H3,(H,14,15);;/q2*-1;2*+2/p-2
",CCC(=O)C1C(=O)CC(CC1=O)C(O)=O,C20H20Ca2O10
DTXSID7029164,DSSTox_Substance_Id,DTXSID7029164,"Sodium 1,4-diisobutyl sulfosuccinate",DTXCID509164,127-39-9,NTWXWSVUSTYPJH-UHFFFAOYSA-M,"Sodium 1,4-bis(2-methylpropoxy)-1,4-dioxobutane-2-sulfonate",[Na+].CC(C)COC(=O)CC(C(=O)OCC(C)C)S([O-])(=O)=O,"InChI=1/C12H22O7S.Na/c1-8(2)6-18-11(13)5-10(20(15,16)17)12(14)19-7-9(3)4;/h8-10H,5-7H2,1-4H3,(H,15,16,17);/q;+1/p-1
",CC(C)COC(=O)CC(C(=O)OCC(C)C)S(O)(=O)=O,C12H21NaO7S
DTXSID8046749,DSSTox_Substance_Id,DTXSID8046749,Lutein A,DTXCID6026749,127-40-2,KBPHJBAIARWVSC-RGZFRNHPSA-N,"(3R,3'R,6R)-4,5-Didehydro-5,6-dihydro-beta,beta-carotene-3,3'-diol",C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,"InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h11-25,35-37,41-42H,26-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+/t35-,36+,37-/m0/s1
","""C\\C(\\C=C\\C=C(/C)\\C=C\\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\\C)/C=C/C=C(\\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C"",CC(C=CC=C(C)C=CC1C(C)=CC(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C",C40H56O2
DTXSID0035160,DSSTox_Substance_Id,DTXSID0035160,alpha-Ionone,DTXCID8015160,127-41-3,UZFLPKAIBPNNCA-BQYQJAHWSA-N,"(3E)-4-(2,6,6-Trimethylcyclohex-2-en-1-yl)but-3-en-2-one",CC(=O)\C=C\C1C(C)=CCCC1(C)C,"InChI=1/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h6-8,12H,5,9H2,1-4H3/b8-7+
","""CC(=O)\\C=C\\C1C(C)=CCCC1(C)C"",CC(=O)C=CC1C(C)=CCCC1(C)C",C13H20O
DTXSID6021240,DSSTox_Substance_Id,DTXSID6021240,Retinol acetate,DTXCID701240,127-47-9,QGNJRVVDBSJHIZ-QHLGVNSISA-N,O~15~-Acetylretinol,CC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,"InChI=1S/C22H32O2/c1-17(9-7-10-18(2)14-16-24-20(4)23)12-13-21-19(3)11-8-15-22(21,5)6/h7,9-10,12-14H,8,11,15-16H2,1-6H3/b10-7+,13-12+,17-9+,18-14+
","CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,""CC(=O)OC\\C=C(/C)\\C=C\\C=C(/C)\\C=C\\C1=C(C)CCCC1(C)C""",C22H32O2
DTXSID7027047,DSSTox_Substance_Id,DTXSID7027047,alpha-Isomethylionone,DTXCID00809691,127-51-5,JRJBVWJSTHECJK-UHFFFAOYSA-N,"3-Methyl-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-one",CC(=O)C(C)=CC1C(C)=CCCC1(C)C,"InChI=1/C14H22O/c1-10-7-6-8-14(4,5)13(10)9-11(2)12(3)15/h7,9,13H,6,8H2,1-5H3
",CC(=O)C(C)=CC1C(C)=CCCC1(C)C,C14H22O
DTXSID60894280,DSSTox_Substance_Id,DTXSID60894280,"Benzenepropanoic acid, 3-(2H-benzotriazol-2-yl)-5-(1,1-dimethylethyl)-4-hydroxy-, C7-9-branched and linear alkyl esters",,127519-17-9,,,,,,
DTXSID6041763,DSSTox_Substance_Id,DTXSID6041763,Chloramine B,DTXCID4021763,127-52-6,KDNCILYKSYKEFJ-UHFFFAOYSA-N,Sodium (benzenesulfonyl)(chloro)azanide,[Na+].Cl[N-]S(=O)(=O)C1=CC=CC=C1,"InChI=1S/C6H5ClNO2S.Na/c7-8-11(9,10)6-4-2-1-3-5-6;/h1-5H;/q-1;+1
",ClNS(=O)(=O)C1=CC=CC=C1,C6H5ClNNaO2S
DTXSID6041892,DSSTox_Substance_Id,DTXSID6041892,Diphenylsulfone,DTXCID4021892,127-63-9,KZTYYGOKRVBIMI-UHFFFAOYSA-N,"1,1'-Sulfonyldibenzene",O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C12H10O2S/c13-15(14,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H
",O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,C12H10O2S
DTXSID6040321,DSSTox_Substance_Id,DTXSID6040321,Chloramine-T,DTXCID4020321,127-65-1,VDQQXEISLMTGAB-UHFFFAOYSA-N,Sodium chloro(4-methylbenzene-1-sulfonyl)azanide,[Na+].CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl,"InChI=1S/C7H7ClNO2S.Na/c1-6-2-4-7(5-3-6)12(10,11)9-8;/h2-5H,1H3;/q-1;+1
",CC1=CC=C(C=C1)S(=O)(=O)NCl,C7H7ClNNaO2S
DTXSID0058300,DSSTox_Substance_Id,DTXSID0058300,Boron zinc oxide (B6Zn2O11),DTXCID5032020,12767-90-7,OSHGZAHTGPVONH-UHFFFAOYSA-N,Boron oxide--oxidozinc(1+) (6/9/2),[B+3].[B+3].[B+3].[B+3].[B+3].[B+3].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O-][Zn+].[O-][Zn+],"InChI=1S/6B.11O.2Zn/q6*+3;9*-2;2*-1;2*+1
",,B6O11Zn2
DTXSID2027048,DSSTox_Substance_Id,DTXSID2027048,Sodium 3-nitrobenzenesulfonate,DTXCID107048,127-68-4,LJRGBERXYNQPJI-UHFFFAOYSA-M,Sodium 3-nitrobenzene-1-sulfonate,[Na+].[O-][N+](=O)C1=CC(=CC=C1)S([O-])(=O)=O,"InChI=1S/C6H5NO5S.Na/c8-7(9)5-2-1-3-6(4-5)13(10,11)12;/h1-4H,(H,10,11,12);/q;+1/p-1
",OS(=O)(=O)C1=CC=CC(=C1)[N+]([O-])=O,C6H4NNaO5S
DTXSID80893199,DSSTox_Substance_Id,DTXSID80893199,C.I. Pigment Violet 15,,12769-96-9,,,,,,
DTXSID40925980,DSSTox_Substance_Id,DTXSID40925980,Sulfuric acid--methane (1/1),DTXCID801354800,12777-87-6,LRPCLTPZMUIPFK-UHFFFAOYSA-N,Sulfuric acid--methane (1/1),C.OS(O)(=O)=O,"InChI=1S/CH4.H2O4S/c;1-5(2,3)4/h1H4;(H2,1,2,3,4)
",C,CH6O4S
DTXSID30926007,DSSTox_Substance_Id,DTXSID30926007,Phosphoric acid--butan-1-ol (1/1),DTXCID901354827,12788-93-1,FJTUUPVRIANHEX-UHFFFAOYSA-N,Phosphoric acid--butan-1-ol (1/1),CCCCO.OP(O)(O)=O,"InChI=1S/C4H10O.H3O4P/c1-2-3-4-5;1-5(2,3)4/h5H,2-4H2,1H3;(H3,1,2,3,4)
",CCCCO,C4H13O5P
DTXSID5023954,DSSTox_Substance_Id,DTXSID5023954,Technical chlordane,,12789-03-6,,,,,,
DTXSID6059572,DSSTox_Substance_Id,DTXSID6059572,Potassium hydrogen oxalate,DTXCID4033891,127-95-7,JMTCDHVHZSGGJA-UHFFFAOYSA-M,Potassium hydrogen ethanedioate,[K+].OC(=O)C([O-])=O,"InChI=1S/C2H2O4.K/c3-1(4)2(5)6;/h(H,3,4)(H,5,6);/q;+1/p-1
",OC(=O)C(O)=O,C2HKO4
DTXSID30889421,DSSTox_Substance_Id,DTXSID30889421,"Ethanedioic acid, potassium salt (2:1)",DTXCID501028672,127-96-8,GANDVAJEIJXBQJ-UHFFFAOYSA-M,Potassium hydrogen ethanedioate--oxalic acid (1/1/1),[K+].OC(=O)C(O)=O.OC(=O)C([O-])=O,"InChI=1S/2C2H2O4.K/c2*3-1(4)2(5)6;/h2*(H,3,4)(H,5,6);/q;;+1/p-1
",OC(=O)C(O)=O,C4H3KO8
DTXSID7034834,DSSTox_Substance_Id,DTXSID7034834,Potassium dimethyldithiocarbamate,DTXCID5014834,128-03-0,TVPFLPJBESCUKI-UHFFFAOYSA-M,Potassium dimethylcarbamodithioate,[K+].CN(C)C([S-])=S,"InChI=1S/C3H7NS2.K/c1-4(2)3(5)6;/h1-2H3,(H,5,6);/q;+1/p-1
",CN(C)C(S)=S,C3H6KNS2
DTXSID6027050,DSSTox_Substance_Id,DTXSID6027050,Sodium dimethyldithiocarbamate,DTXCID207050,128-04-1,VMSRVIHUFHQIAL-UHFFFAOYSA-M,Sodium dimethylcarbamodithioate,[Na+].CN(C)C([S-])=S,"InChI=1S/C3H7NS2.Na/c1-4(2)3(5)6;/h1-2H3,(H,5,6);/q;+1/p-1
",CN(C)C(S)=S,C3H6NNaS2
DTXSID2038738,DSSTox_Substance_Id,DTXSID2038738,"1-Bromopyrrolidine-2,5-dione",DTXCID0018738,128-08-5,PCLIMKBDDGJMGD-UHFFFAOYSA-N,"1-Bromopyrrolidine-2,5-dione",BrN1C(=O)CCC1=O,"InChI=1S/C4H4BrNO2/c5-6-3(7)1-2-4(6)8/h1-2H2
",BrN1C(=O)CCC1=O,C4H4BrNO2
DTXSID4051322,DSSTox_Substance_Id,DTXSID4051322,"1-Propanol, 2-methyl-3-[(1,7,7-trimethylbicyclo[2.2.1]hept-2-yl)oxy]-",DTXCID5029924,128119-70-0,YCOHHRPARVZBHK-UHFFFAOYSA-N,"2-Methyl-3-[(1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl)oxy]propan-1-ol",CC(CO)COC1CC2CCC1(C)C2(C)C,"InChI=1/C14H26O2/c1-10(8-15)9-16-12-7-11-5-6-14(12,4)13(11,2)3/h10-12,15H,5-9H2,1-4H3
",CC(CO)COC1CC2CCC1(C)C2(C)C,C14H26O2
DTXSID2020216,DSSTox_Substance_Id,DTXSID2020216,Butylated hydroxytoluene,DTXCID20216,128-37-0,NLZUEZXRPGMBCV-UHFFFAOYSA-N,"2,6-Di-tert-butyl-4-methylphenol",CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,"InChI=1S/C15H24O/c1-10-8-11(14(2,3)4)13(16)12(9-10)15(5,6)7/h8-9,16H,1-7H3
",CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,C15H24O
DTXSID6027052,DSSTox_Substance_Id,DTXSID6027052,"2,6-Di-tert-butylphenol",DTXCID007052,128-39-2,DKCPKDPYUFEZCP-UHFFFAOYSA-N,"2,6-Di-tert-butylphenol",CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C,"InChI=1S/C14H22O/c1-13(2,3)10-8-7-9-11(12(10)15)14(4,5)6/h7-9,15H,1-6H3
",CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C,C14H22O
DTXSID20894281,DSSTox_Substance_Id,DTXSID20894281,2-Hydroxypropyl-beta-cyclodextrin,,128446-35-5,,,,,,
DTXSID5021253,DSSTox_Substance_Id,DTXSID5021253,Sodium saccharin,DTXCID201253,128-44-9,WINXNKPZLFISPD-UHFFFAOYSA-M,"Sodium 1,1,3-trioxo-1,3-dihydro-1lambda~6~,2-benzothiazol-2-ide",[Na+].O=C1[N-]S(=O)(=O)C2=CC=CC=C12,"InChI=1S/C7H5NO3S.Na/c9-7-5-3-1-2-4-6(5)12(10,11)8-7;/h1-4H,(H,8,9);/q;+1/p-1
",O=C1NS(=O)(=O)C2=C1C=CC=C2,C7H4NNaO3S
DTXSID2044212,DSSTox_Substance_Id,DTXSID2044212,Docusate calcium,DTXCID0024212,128-49-4,DWKPZOZZBLWFJX-UHFFFAOYSA-L,"Calcium bis{1,4-bis[(2-ethylhexyl)oxy]-1,4-dioxobutane-2-sulfonate}",[Ca++].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O.CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,"InChI=1/2C20H38O7S.Ca/c2*1-5-9-11-16(7-3)14-26-19(21)13-18(28(23,24)25)20(22)27-15-17(8-4)12-10-6-2;/h2*16-18H,5-15H2,1-4H3,(H,23,24,25);/q;;+2/p-2
",CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O,C40H74CaO14S2
DTXSID4044531,DSSTox_Substance_Id,DTXSID4044531,C.I. Vat Green 1,DTXCID2024531,128-58-5,JXUKQCUPTNLTCS-UHFFFAOYSA-N,"16,17-Dimethoxyanthra[9,1,2-cde]benzo[rst]pentaphene-5,10-dione",COC1=C2C3=C(OC)C=C4C5=C(C=CC=C5)C(=O)C5=C4C3=C(C=C5)C3=C2C2=C(C=C3)C(=O)C3=C(C=CC=C3)C2=C1,"InChI=1S/C36H20O4/c1-39-27-15-25-17-7-3-5-9-21(17)35(37)23-13-11-19-20-12-14-24-30-26(18-8-4-6-10-22(18)36(24)38)16-28(40-2)34(32(20)30)33(27)31(19)29(23)25/h3-16H,1-2H3
",COC1=C2C3=C(OC)C=C4C5=C(C=CC=C5)C(=O)C5=C4C3=C(C=C5)C3=C2C2=C(C=C3)C(=O)C3=C(C=CC=C3)C2=C1,C36H20O4
DTXSID4032532,DSSTox_Substance_Id,DTXSID4032532,Carfentrazone-ethyl,DTXCID2012532,128639-02-1,MLKCGVHIFJBRCD-UHFFFAOYSA-N,"Ethyl 2-chloro-3-{2-chloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl]-4-fluorophenyl}propanoate",CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O,"InChI=1/C15H14Cl2F3N3O3/c1-3-26-13(24)10(17)4-8-5-12(11(18)6-9(8)16)23-15(25)22(14(19)20)7(2)21-23/h5-6,10,14H,3-4H2,1-2H3
",CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O,C15H14Cl2F3N3O3
DTXSID1059577,DSSTox_Substance_Id,DTXSID1059577,"Perylo[3,4-cd:9,10-c'd']dipyran-1,3,8,10-tetrone",DTXCID1033901,128-69-8,CLYVDMAATCIVBF-UHFFFAOYSA-N,"Perylo[10,9-cd:3,4-c'd']dipyran-1,3,8,10-tetrone",O=C1OC(=O)C2=C3C1=CC=C1C4=C5C(=CC=C6C(=O)OC(=O)C(C=C4)=C56)C(C=C2)=C31,"InChI=1S/C24H8O6/c25-21-13-5-1-9-10-2-6-15-20-16(24(28)30-23(15)27)8-4-12(18(10)20)11-3-7-14(22(26)29-21)19(13)17(9)11/h1-8H
",O=C1OC(=O)C2=C3C1=CC=C1C4=C5C(=CC=C6C(=O)OC(=O)C(C=C4)=C56)C(C=C2)=C31,C24H8O6
DTXSID9044376,DSSTox_Substance_Id,DTXSID9044376,D & C Green No. 6,DTXCID7024376,128-80-3,TVRGPOFMYCMNRB-UHFFFAOYSA-N,"1,4-Bis(4-methylanilino)anthracene-9,10-dione",CC1=CC=C(NC2=CC=C(NC3=CC=C(C)C=C3)C3=C2C(=O)C2=C(C=CC=C2)C3=O)C=C1,"InChI=1S/C28H22N2O2/c1-17-7-11-19(12-8-17)29-23-15-16-24(30-20-13-9-18(2)10-14-20)26-25(23)27(31)21-5-3-4-6-22(21)28(26)32/h3-16,29-30H,1-2H3
",CC1=CC=C(NC2=CC=C(NC3=CC=C(C)C=C3)C3=C2C(=O)C2=C(C=CC=C2)C3=O)C=C1,C28H22N2O2
DTXSID6052794,DSSTox_Substance_Id,DTXSID6052794,"Undecanol, branched and linear",,128973-77-3,,,,,,
DTXSID3024289,DSSTox_Substance_Id,DTXSID3024289,Pyrene,DTXCID804289,129-00-0,BBEAQIROQSPTKN-UHFFFAOYSA-N,Pyrene,C1=CC2=C3C(C=CC4=CC=CC(C=C2)=C34)=C1,"InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H
",C1=CC2=C3C(C=CC4=CC=CC(C=C2)=C34)=C1,C16H10
